Time;X_Pos;Y_Pos;Z_Pos;Velocity;Wheel angle;Power;Brake;
33.779;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.781;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.785;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.788;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.790;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.793;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.795;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.798;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.800;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.804;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.807;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.809;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.812;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.815;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.817;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.820;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.822;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.830;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.832;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.835;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.837;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.839;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.845;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.850;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.858;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.861;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.864;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.867;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.869;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.872;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.874;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.879;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.881;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.885;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.888;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.890;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.893;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.896;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.898;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.901;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.905;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.910;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.913;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.916;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.918;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.921;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.926;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.929;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.932;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.944;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.948;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.951;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.953;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.956;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.962;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.966;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.968;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.970;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.973;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.975;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.978;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.981;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.985;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.987;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.990;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.992;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.995;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
33.998;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.000;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.004;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.006;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.009;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.012;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.014;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.017;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.019;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.021;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.026;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.029;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.031;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.034;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.036;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.038;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.041;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.046;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.049;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.051;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.054;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.056;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.063;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.067;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.069;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.071;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.074;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.079;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.082;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.086;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.088;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.090;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.093;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.096;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.098;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.101;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.105;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.107;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.110;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.112;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.115;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.117;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.120;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.122;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.126;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.129;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.133;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.135;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.137;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.140;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.145;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.149;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.152;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.154;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.156;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.162;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.166;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.169;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.171;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.174;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.179;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.181;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.185;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.187;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.190;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.195;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.198;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.200;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.204;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.207;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.211;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.214;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.217;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.219;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.221;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.225;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.228;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.231;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.234;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.236;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.238;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.241;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.246;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.248;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.251;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.253;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.256;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.258;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.262;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.266;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.268;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.270;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.275;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.279;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.281;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.295;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.298;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.304;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.308;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.311;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.313;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.316;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.318;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.320;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.324;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.329;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.332;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.334;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.337;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.339;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.346;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.351;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.353;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.355;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.358;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.363;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.366;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.369;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.371;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.374;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.379;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.382;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.386;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.388;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.390;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.393;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.396;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.398;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.401;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.407;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.409;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.412;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.414;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.417;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.419;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.422;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.429;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.432;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.434;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.436;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.439;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.441;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.446;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.448;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.450;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.453;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.455;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.457;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.462;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.466;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.469;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.471;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.473;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.479;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.481;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.485;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.488;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.490;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.494;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.496;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.499;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.510;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.514;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.516;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.519;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.521;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.525;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.529;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.533;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.535;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.537;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.540;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.546;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.550;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.553;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.555;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.558;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.562;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.566;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.569;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.571;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.574;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.579;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.582;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.591;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.594;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.596;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.599;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.601;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.605;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.607;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.613;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.615;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.618;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.620;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.626;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.629;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.631;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.634;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.636;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.638;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.641;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.646;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.648;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.651;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.653;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.655;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.663;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.678;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.681;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.685;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.687;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.690;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.692;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.695;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.698;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.700;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.704;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.706;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.709;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.714;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.717;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.719;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.722;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.726;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.729;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.732;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.734;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.736;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.739;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.746;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.750;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.752;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.755;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.757;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.763;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.767;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.769;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.771;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.774;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.779;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.782;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.786;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.788;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.790;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.793;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.796;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.799;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.801;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.805;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.807;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.811;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.814;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.816;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.819;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.821;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.825;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.828;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.831;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.834;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.836;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.838;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.843;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.847;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.850;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.852;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.855;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.857;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.862;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.866;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.869;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.871;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.873;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.879;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.881;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.885;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.888;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.890;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.893;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.895;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.898;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.900;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.904;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.909;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.912;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.914;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.917;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.919;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.921;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.926;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.929;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.931;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.934;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.936;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.939;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.941;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.946;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.948;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.951;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.953;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.955;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.963;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.967;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.969;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.971;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.974;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.979;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.982;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.986;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.989;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.991;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.996;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
34.998;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.001;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.008;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.011;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.014;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.016;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.019;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.021;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.025;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.029;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.031;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.034;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.036;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.041;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.046;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.048;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.051;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.054;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.056;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.059;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.062;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.066;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.068;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.071;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.073;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.079;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.082;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.086;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.088;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.090;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
35.093;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
